0x9a20x9be0x9b2 0x9a80x9be0x987 0x9a40x9f00x9cb0x9f10x9be0x9b2 0x9a80x9be0x987, 0x9a80x9bf0x9a70x9bf0x9f00x9be0x9ae 0x99a0x9f00x9cd0x9a60x9be0x9f0	0x9890x9aa0x9af0x9c10x9950x9cd0x9a4 0x9b80x9810x99c0x9c10x9b20x9bf0x9f0 0x9850x9ac0x9bf0x9b90x9a80x9c7 0x9950x9cb0x9a80x9cb 0x9950x9be0x9ae 0x9950x9f00x9bf0x9ac 0x9a80x9cb0x9f10x9be0x9f00x9be 0x9850x9f10x9b80x9cd0x9a50x9be	The situation when one cannot perform a given task due to non-availability of appropriate tools.
0x9a80x9ae0x9b90x9c00x9df0x9be 0x99b0x9cb0x9f10x9be0x9b20x9c00x9f0 0x9a60x9b90x9ae0x9b90x9c00x9df0x9be 0x9aa0x9c70x99f, 0x9aa0x9f00x9aa0x9c10x9f00x9c10x9b70x9f00x9c7 0x9a80x9be0x987 0x9ad0x9c70x99f0x9be0x9ad0x9c70x99f 0x9f7	0x98f0x99f0x9be 0x9850x9950x99f0x9cd0x9af 0x9ae0x9bf0x99b0x9be 0x9950x9a50x9be 0x9ac0x9c10x99c0x9be0x9f10x9b20x9c8 0x98f0x9870x9b70x9be0x9f0 0x9ac0x9be0x9950x9cd0x9af 0x9ac0x9cd0x9af0x9f10x9b90x9be0x9f0 0x9950x9f00x9be 0x9b90x9df 0x9f7 0x9ac0x9bf0x9df0x9be0x9f0 0x9860x9970x9a40x9c7 0x9aa0x9c10x9f00x9c10x9b70x9f0 0x9b80x9820x9b80x9cd0x9aa0x9f00x9cd0x9b60x9a4 0x9a80x9be0x9b90x9bf0x9b20x9c7 0x9ac0x9bf0x9df0x9be0x9f0 0x9a80x9ae0x9be0x9b90x9a40x9c7 0x9a60x9b90x9ae0x9b90x9c00x9df0x9be 0x9970x9f00x9cd0x9ad0x9f10x9a40x9c0 0x9b90x9ac 0x9a80x9cb0x9f10x9be0x9f00x9c7 0x9f7	An women who is wed for only nine months but is in the tenth month of pregnancy and yet claims to have come in touch of any men prior to marriage. This is used to refer an extreme lie.
0x9a80x9be0x987 0x9aa0x9cb 0x9ae0x9c10x9960x9c7, 0x9a80x9be0x987 0x9aa0x9cb 0x9970x9cb0x9ab0x9c7, 0x9a80x9be0x987 0x9aa0x9cb 0x9b20x9a80x9bf, 0x9a80x9be0x987 0x9aa0x9cb 0x9a70x9a80x9c00x9f7	0x9aa0x9cb 0x9ae0x9be0x9a80x9c7 0x9a80x9bf0x99c0x9f0 0x9aa0x9c10x9a40x9c70x995 0x9ac0x9be 0x9af0x9bf0x9950x9cb0x9a80x9cb 0x9b20x9cb0x995, 0x9af0x9bf0x9950x9cb0x9a80x9cb 0x98f0x99f0x9be 0x9a60x9bf0x9b60x9a4 0x9aa0x9be0x9f00x9cd0x9970x9a4 0x9b90x9ac 0x9b20x9be0x9970x9c70x9f7 	A person should atleast be orator, or thickly bearded, or handsome or rich
0x9a80x9be0x987 0x9aa0x9cb 0x9b20x9a80x9c0, 0x9a80x9be0x987 0x9aa0x9cb 0x9a70x9a80x9c0; 0x9a80x9be0x987 0x9aa0x9cb 0x9970x9cb0x9810x9ab0x9c7, 0x9a80x9be0x987 0x9aa0x9cb 0x9ae0x9c10x9960x9c7	0x9950x9cb0x9a80x9cb 0x9950x9be0x9ae0x9a40x9c7 0x9aa0x9be0x9f00x9a60x9f00x9cd0x9b60x9c0 0x9a80x9cb0x9b90x9cb0x9f10x9be 0x9850x9f00x9cd0x9a50x9be0x9a40x9cd‍ 0x9850x9950x9be0x9ae0x9bf0x9b20x9be 0x9b20x9cb0x995	An incompetent or amateurish person
0x9a80x9be0x9990x9a00x9f0 0x9a80x9be0x987 0x99a0x9cb0x9f00x9f0 0x9ad0x9df 0x9f7	0x9af0x9bf 0x9a60x9c10x9960x9c00x9df0x9be-0x9a60x9f00x9bf0x9a60x9cd0x9f0 0x9a40x9be0x9f0 0x99a0x9cb0x9f00x9c7 0x99a0x9c10x9f00x9bf 0x9950x9f00x9bf 0x9a80x9bf0x9ac0x9b20x9c8 0x98f0x9950x9cb 0x9ac0x9b80x9cd0x9a40x9c1 0x9a80x9c70x9a50x9be0x9950x9c7; 0x9a40x9be0x9f0 0x99a0x9cb0x9f00x9f0 0x9ad0x9df 0x9a80x9be0x987 0x9f7 0x9850x9f00x9cd0x9a50x9be0x9ce 0x9af0x9be0x9f0 0x9ae0x9be0x9a8 0x9b80x9a80x9cd0x9ae0x9be0x9a8 0x9a80x9be0x987, 0x9a40x9be0x9f0 0x9ae0x9be0x9a8 0x9b90x9be0x9a80x9bf 0x9b90x9cb0x9f10x9be0x9f0 0x9ad0x9df 0x9a80x9be0x987 0x9f7	Pauper has nothing to loose.
0x9ac0x9be0x998 0x9a80x9be0x987 0x9ac0x9a80x9a4, 0x9b90x9f00x9bf0x9a30x9be0x987 0x9a60x9c70x993 0x9a60x9bf 0x99a0x9f00x9bf 0x9ab0x9c10x9f00x9bf 0x9960x9be0x9df 0x9f7	0x9af0x9bf 0x9ac0x9a80x9a4 0x9ac0x9be0x998 0x9a80x9be0x9a50x9be0x9950x9c7, 0x9a40x9be0x9a4 0x9b90x9f00x9bf0x9a30x9be0x9bf0x987 0x9850x9ac0x9be0x9a70x9c7 0x9ac0x9bf0x99a0x9f00x9a3 0x9950x9f00x9bf0x9ac 0x9aa0x9be0x9f00x9c7 0x9860x9f00x9c1 0x9af'0x9a40x9c7 0x9a4'0x9a40x9c7 0x9980x9be0x9810x9b9 0x9960x9be0x987 0x9b2'0x9f00x9bf 0x9ab0x9c10x9f00x9bf0x9ac 0x9aa0x9be0x9f00x9c7; 0x9950x9be0x9f00x9a3 0x9a40x9c70x9a80x9c7 0x9ac0x9a80x9a4 0x9b90x9f00x9bf0x9a30x9be0x9f0 0x9aa0x9cd0x9f00x9be0x9a30x9f0 0x9ad0x9df 0x9a80x9c70x9a50x9be0x9950x9c7 0x9f7 0x98f0x9950x9c70x9a60x9f00x9c7 0x9af0x9bf 0x9aa0x9cd0x9f00x9a40x9bf0x9b70x9cd0x9a00x9be0x9a80x9a4 0x9ac0x9b20x9bf0x9b70x9cd0x9a0 0x9aa0x9cd0x9f00x9b60x9be0x9b80x995 0x9a80x9c70x9a50x9be0x9950x9c7, 0x9a40x9be0x9f0 0x9b80x9a60x9b80x9cd0x9af0x9b80x9950x9b2 0x9890x9a60x9a30x9cd0x9a1 0x9aa0x9cd0x9f00x9950x9c30x9a40x9bf0x9f0 0x9b90x9c8 0x9aa0x9f00x9c7 0x9860x9f00x9c1 0x9850x9f00x9be0x99c0x9950x9a40x9be0x9f0 0x9890x9ce0x9aa0x9a40x9cd0x9a40x9bf 0x9b90x9df, 0x9af0x9bf0x9b90x9c70x9a40x9c1 0x9a40x9be0x9a4 0x9860x9870x9a8 0x9ad0x9990x9cd0x9970x9950x9be0x9f00x9c0 0x9ac0x9be 0x9ad0x9cd0x9f00x9b70x9cd0x99f0x9be0x99a0x9be0x9f00x9c00x9df0x9c7 0x9b60x9be0x9b80x9cd0x9a40x9bf 0x9aa0x9cb0x9f10x9be0x9f0 0x9ad0x9df 0x9a80x9c70x9a50x9be0x9950x9c7 0x9f7	An organization without a strong administrator is like a forest without tigers wherein the deer have fearless movement for grazing. The employees of such organizations have no fear for punishment of doing wrong doings and thus chaos prevails sooner or later.
0x9ac0x9cb0x9ac0x9be0x9f0 0x9b60x9a40x9cd0x9f00x9c1 0x9a80x9be0x987 0x9f7	0x9b80x9cd0x9ac0x9b20x9cd0x9aa0x9ad0x9be0x9b70x9c0 0x9ac0x9be 0x9950x9ae0x9950x9c8 0x9950x9a50x9be 0x9950x9cb0x9f10x9be 0x9ae0x9be0x9a80x9c10x9b90x995 0x9b80x9be0x9a70x9be0x9f00x9a30x9a40x9c7 0x9b80x9950x9b20x9cb0x9f10x9c7 0x9ad0x9be0x9b2 0x9aa0x9be0x9df, 0x9950x9be0x9f00x9a3 0x9a40x9c70x9930x9810x9b20x9cb0x9950x9f0 0x9950x9a50x9be0x987 0x9950x9be0x9f00x9cb 0x9850x9a80x9cd0x9a40x9f00x9a4 0x9860x9980x9be0x9a4 0x9a60x9bf0x9df0x9be0x9f0 0x9b80x9ae0x9cd0x9ad0x9be0x9f10x9a80x9be 0x9a80x9be0x9a50x9be0x9950x9c7 0x9f7 0x9970x9a40x9bf0x9950x9c7 0x9a40x9c70x9a80x9c7 0x9b20x9cb0x9950x9f0 0x9950x9cb0x9a80x9c70x993 0x9b60x9a40x9cd0x9f00x9c10x9a40x9be 0x9a80x9950x9f00x9c7 0x9f7	Pauciloquent people, or those who speak less, usually have few enemies as they never hurt anybody speaking harsh words.
0x9ad0x9810x9f00x9be0x9b20x9a4 0x9a80x9be0x987 0x9950x9a30x99f0x9cb, 0x9ac0x9f00x9b80x9ac0x9be0x9b90x9b20x9c8 0x9ae0x9a80x99f0x9cb	0x9b80x9c00x9ae0x9bf0x9a4 0x9b80x9ae0x9cd0x9aa0x9a60x9f0 0x9970x9f00x9be0x9950x9c0 0x9b90x9cb0x9f10x9be 0x9b80x9a40x9cd0x9a40x9cd0x9ac0x9c70x993 0x9ae0x9a80x9a4 0x9a10x9be0x9990x9f0 0x9860x9950x9be0x9820x9950x9cd0x9b70x9be 0x9aa0x9c10x9b90x9bf 0x9f00x9960x9be	Aspiring something big with limited resources.
0x9ae0x9be0x99c-0x9ae0x9c20x9f00x9a4 0x9a80x9be0x987 0x99a0x9c10x9b20x9bf, 0x9aa0x9c80x9df0x9c70x9950x9c7 0x9ae0x9be0x9a40x9c7 0x9f00x9c20x9aa0x9b90x9c0 0x9ac0x9c10x9b20x9bf 0x9f7	0x9ae0x9be0x99c-0x9ae0x9c20x9f00x9a4 0x99a0x9c10x9b20x9bf 0x9a80x9cb0x9b90x9be0x9f10x9be 0x9a40x9bf0x9f00x9cb0x9a40x9be0x9950x9cb 0x9970x9bf0x9f00x9c00x9df0x9c70x9950x9c7 0x9f00x9c20x9aa0x9b90x9c0 0x9ac0x9cb0x9b20x9be0x9f0 0x9a60x9f00x9c7 0x9ae0x9be0x9a80x9c10x9b90x9c7 0x9b80x9be0x9a70x9be0x9f00x9a30x9a40x9c7 0x9aa0x9cd0x9f00x9bf0x9df 0x9ac0x9be 0x9860x9aa0x9cb0x9a80x99c0x9a80x9f0 0x9a60x9cb0x9b7 0x9a60x9c70x9960x9be 0x9a80x9be0x9aa0x9be0x9df 0x9ac0x9be 0x9a60x9c70x9960x9bf0x9b20x9c70x993 0x9850x9f10x99c0x9cd0x99e0x9be 0x9950x9f00x9bf0x9ac0x9b20x9c8 0x99a0x9c70x9b70x9cd0x99f0x9be 0x9950x9f00x9c7 0x9f7	Like the way a man wants to consider his wife beautiful in spite of her being bald, one usually tries to ignore the weakness or misdeeds of his loved ones.
0x9af0x9be0x99a0x9bf 0x9a60x9bf0x9df0x9be 0x9b80x9cb0x9a30x9f00x9cb 0x9ae0x9c20x9b20x9cd0x9af 0x9a80x9be0x987 0x9f7	0x9950x9cb0x9a80x9cb0x9ac0x9be0x987 0x9a80x9cb0x9960x9cb0x99c0x9be0x9950x9c8 0x9890x9aa0x9b90x9be0x9f0 0x9a60x9bf0x9df0x9be 0x9950x9cb0x9a80x9cb 0x9ac0x9b80x9cd0x9a40x9c10x9f00x9c7 0x9ae0x9c20x9b20x9cd0x9af 0x9a80x9be0x987; 0x9a40x9be0x995 0x9aa0x9be0x9930x9810x9a40x9be0x99c0x9a80x9c7 0x9850x9a80x9be0x9a60x9f0 0x9950x9f00x9c7 0x9f7	Something offered without asking has no value, even if it is gold.
0x9b80x9ae0x9be0x9a80x9c7 0x9b80x9ae0x9be0x9a80x9c7 0x9950x9f00x9bf0x9ac0x9be 0x9950x9be0x99c, 0x9b90x9be0x9f00x9bf0x9b20x9c7 0x99c0x9bf0x9950x9bf0x9b20x9c7 0x9a80x9be0x987 0x9b20x9be0x99c 0x9f7	0x9a80x9bf0x99c0x9f0 0x9b80x9ae0x9950x9950x9cd0x9b7 0x99c0x9a80x9f0 0x9b20x9970x9a4 0x9b80x9ae0x9ad0x9be0x9f10x9c7 0x9ac0x9cd0x9af0x9f10x9b90x9be0x9f0 0x9950x9f00x9bf0x9ac 0x9b20x9be0x9970x9c7 0x9f7 0x9a40x9c70x9a40x9bf0x9df0x9be 0x99c0x9df-0x9aa0x9f00x9be0x99c0x9df 0x9af0x9bf0x9df0x9c70x987 0x9a80x9b90x9930x995 0x9b20x9be0x9970x9c7, 0x9b20x99c0x9cd0x99c0x9be0x9ac0x9cb0x9a7 0x9950x9f00x9bf0x9ac 0x9b20x9970x9c00x9df0x9be 0x9a80x9b90x9df 0x9f7	One should deal equally with his equals and then whether he succeeds or not, he need not feel ashamed.
0x9b90x9be0x9a40x9a4 0x9a80x9be0x987 0x9950x9a30x99f0x9cb, 0x9ac0x9f00x9b80x9ac0x9be0x9b90x9b20x9c8 0x9ae0x9a80x99f0x9cb |	0x9b90x9be0x9a40x9a4 0x9ab0x9c10x99f0x9be0x9950x9dc0x9bf 0x98f0x99f0x9be0x993 0x9a80x9cb0x9b90x9cb0x9f10x9be0x9950x9c7 0x9ac0x9f0 0x9ac0x9f0 0x9950x9be0x9ae0x9b20x9c8 0x9ae0x9a8 0x9ae0x9c70x9b20x9be 0x9b80x9cd0x9ac0x9ad0x9be0x9f1	Aiming high without sufficient resources.
0x9b90x9be0x9a40x9a4 0x9a80x9be0x987 0x9ac0x9bf0x9a4, 0x9ae0x9a80x9c7 0x9950x9f00x9c7 0x9aa0x9bf0x9a4 0x9aa0x9bf0x9a4	0x9860x9f00x9cd0x9a50x9bf0x995 0x9b80x9ae0x9cd0x9ac0x9b2 0x9a80x9a50x9950x9be 0x9ae0x9be0x9a80x9c10x9b90x9c7 0x9aa0x9be0x9f00x9cd0x9a50x9bf0x9f1 0x9ac0x9b80x9cd0x9a40x9c10x9b20x9c8 0x9b90x9c70x9810x9aa0x9be0x9b9 0x9950x9f00x9be	A poor person who wants to buy many things.
0x9860x9aa0x9cb0x9a80x9be0x9f0 0x9a80x9be0x995 0x9950x9be0x99f0x9bf 0x9b80x9a40x9bf0x9a80x9c00x9f0 0x9af0x9be0x9a40x9cd0x9b00x9be 0x9ad0x9990x9cd0x997 0x9950x9f00x9be |	0x9b80x9a40x9bf0x9a80x9c00x995 0x9b80x9be0x9a70x9be0x9f00x9a30x9a40x9c7 0x9b80x9950x9b20x9cb0x9a40x9950x9c8 0x9ac0x9c70x99b0x9bf 0x9b60x9a40x9cd0x9f00x9c1 0x9ac0x9c10x9b20x9bf 0x99c0x9cd0x99e0x9be0x9a8 0x9950x9f00x9be 0x9b90x9df। 0x9b80x9c70x9df0x9c7 0x9b80x9a40x9bf0x9a80x9c0 0x9ae0x9be0x9950x9f0 0x9980x9f00x9b20x9c8 0x9af0x9cb0x9f10x9be0x9f0 0x9b80x9ae0x9df0x9a4 0x9860x9a8 0x99c0x9a80x9c00x9df0x9c7 0x9aa0x9cd0x9b00x9df0x9cb0x99c0x9a8 0x9b9'0x9b20x9c7 0x9a80x9bf0x99c0x9f0 0x9a80x9be0x995 0x9950x9be0x99f0x9bf 0x9b90x9b20x9c70x993 0x9af0x9be0x9a40x9cd0x9b00x9be 0x9ad0x9820x997 0x9950x9f00x9be0x9ac0x9b20x9c8 0x9950x9c10x9a80x9cd0x9a00x9be0x9ac0x9cb0x9a7 0x9a80x9950x9f00x9c7। 	0x9870x9df0x9be0x9f0 0x9a60x9cd0x9ac0x9be0x9f00x9be 0x9aa0x9cd0x9b00x9df0x9cb0x99c0x9a8 0x9b9'0x9b20x9c7 0x9a80x9bf0x99c0x9f0 0x9950x9cd0x9b70x9a40x9bf 0x9950x9f00x9bf 0x9aa0x9cd0x9f00x9a40x9bf0x9a60x9cd0x9ac0x9a80x9cd0x9a60x9c00x9f0 0x9850x9a80x9bf0x9b70x9cd0x99f 0x9950x9f00x9bf0x9ac0x9b20x9c80x993 0x9950x9c10x9a80x9cd0x9a00x9be0x9ac0x9cb0x9a7 0x9a80x9950x9f00x9be 0x9b80x9cd0x9ac0x9ad0x9be0x9f10x9f0 0x9ac0x9bf0x9b70x9df0x9c7 0x9ac0x9c10x99c0x9cb0x9f10x9be 0x9b90x9c80x99b0x9c7 |
Even harming oneself, one wants to take revenge on his/her opponent or rival. 	0x9950x9a50x9be 0x995’0x9b20x9c70x987 0x9b20x9be0x9970x9bf0x9b2 0x9aa0x9be0x995,0x9ac0x9be0x9f00x99c0x9a80x9c0 0x9970x9c80x99b0x9bf0x9b2 0x9aa0x9be0x9a80x9c0 0x9860x9a80x9bf0x9ac0x9b20x9c8, 0x9a40x9c70x9f00x99c0x9a80x9c00x9f0 0x9950x9be0x99f0x9bf0x9b20x9c7 0x9a80x9be0x995 0x9f7	0x9ae0x9be0x9a80x9c10x9b90x9f0 0x9ae0x9c10x996 0x9ac0x9be0x9970x9f00x9bf 0x9950x9a50x9be0x987 0x9aa0x9be0x995 0x9b20x9df 0x9f7 0x9ac0x9bf0x9b60x9c70x9b70x9950x9c8 0x9950x9cb0x9a80x9cb 0x9850x9aa0x9ac0x9be0x9a6 0x9ac0x9be 0x9950x9c70x9b20x9c70x9990x9cd0x9950x9be0x9f00x9c00x9f0 0x9950x9be0x9b90x9bf0x9a80x9c0 0x9ae0x9c10x9960x9c7-0x9ae0x9c10x9960x9c7 0x9ac0x9be0x9dd0x9bf 0x9850x9a40x9bf0x9f00x99e0x9cd0x99c0x9bf0x9a4 0x9f00x9c20x9aa 0x9b20x9df 0x9f7
0x9980x9f0 0x9b60x9c10x9f10x9a80x9bf 0x9ac0x9be0x9f00x9bf, 0x9b60x9be0x9f00x9c0 0x9b60x9c10x9f10x9a80x9bf 0x9aa0x9be0x9f00x9bf, 0x9a80x9be0x9f00x9c0 0x9b60x9c10x9f10x9a80x9bf 0x9b60x9be0x9f00x9c0 0x9f7	0x9980x9f00x9f0 0x9b20x9970x9a40x9c7 0x9b60x9c10x9f10x9a80x9bf 0x9ac0x9be0x9f00x9bf 0x98f0x9960x9a8 0x9a50x9be0x9950x9bf0x9b20x9c7 0x9980x9f00x9960x9a8 0x9b60x9c10x9f10x9a80x9bf 0x9a60x9c70x9960x9bf, 0x98f0x9950x9c70x9a60x9f00x9c7 0x9b60x9be0x9f00x9c0 0x98f0x9960x9a80x9f0 0x9aa0x9be0x9f00x9bf (border)0x9b60x9c10x9f10x9a80x9bf 0x9b80x9c10x9a80x9cd0x9a60x9f0 0x9b9'0x9b20x9c7 0x9b60x9be0x9f00x9c00x9960x9a8 0x9ad0x9be0x9b2 0x9b20x9be0x9970x9c7 0x9860x9f00x9c1 0x9a80x9be0x9f00x9c00x9df0x9c7 0x9af0x9c70x9a40x9bf0x9df0x9be 0x9b60x9be0x9f00x9c0 0x9aa0x9bf0x9a80x9cd0x9a70x9c7 0x9a40x9c70x9a40x9bf0x9df0x9be0x9b90x9c7 0x9a40x9c70x9930x9810x9b20x9cb0x9950x9f0 0x9aa0x9cd0x9f00x9950x9c30x9a4 0x9b80x9cc0x9a80x9cd0x9a60x9f00x9cd0x9af 0x9ab0x9c10x99f0x9bf 0x9890x9a00x9c7 0x9f7	A house becomes beautiful when it has a nice garden, a shadi (Indian dress for woman) is attractive when its border is attractive and women get actual beauty in she is cladded in shadi.
0x9b80x9a40x9c0 0x9a80x9be0x9f00x9c0 0x9a40x9be0x987, 0x9a40x9bf0x9a80x9bf0x99c0x9a80x9950x9c8 0x9aa0x9c8; 0x9b80x9c10x9960x9cd0x9af0x9be0x9a40x9bf-0x9b80x9c10x9a80x9be0x9ae 0x9a40x9be0x9870x9f0 0x9af0x9be0x9df 0x9f00x9c8 0x9ac0x9c8 0x9f7	0x9950x9c10x9960x9cd0x9af0x9be0x9a4 0x9850x9b80x9ce 0x99a0x9f00x9bf0x9a40x9cd0x9f00x9f0 0x9ae0x9be0x9a80x9c10x9b90x9c7 0x9b80x9a40x9be0x9a40x9be 0x9aa0x9cd0x9f00x9a60x9f00x9cd0x9b60x9a8 0x9950x9f00x9bf0x9b20x9c7 0x9860x9a8 0x9ae0x9be0x9a80x9c10x9b9 0x9b80x9b90x99c0x9c7 0x9aa0x9a40x9bf0x9df0x9a8 0x9a80x9c70x9af0x9be0x9df 0x9860x9f00x9c1 0x9890x9950x9cd0x9a4 0x9ab0x9950x9f00x9be0x9f0 0x9a60x9f00x9c7 0x9950x9c8 0x9a40x9c70x9a80x9c7 0x9ae0x9be0x9a80x9c10x9b90x995 0x9870x9a40x9bf0x9950x9bf0x982 0x9950x9f00x9c7 0x9f7	A crooked person or a person of bad character when acts honestly, people hardly believes him/her. Thus this saying makes fun of such persons.
0x98f0x9b6 0x9a80x9bf0x9970x9a80x9bf 0x9ae0x9be0x9f00x9bf 0x9ae0x9c70x9950x9c10x9f00x9c0 0x9b90x99c0x9b20x9c8 0x9af0x9be0x9df 0x9f7	0x9850x9a40x9cd0x9af0x9a70x9bf0x995 0x9ac0x9c70x9df0x9be 0x9950x9be0x9ae 0x9950x9f00x9be0x9f0 0x9aa0x9bf0x99b0x9a4 0x9af0x9a60x9bf 0x9950x9cb0x9a80x9cb 0x9ac0x9cd0x9af0x9950x9cd0x9a40x9bf0x9df0x9c7 0x9aa0x9c10x9a30x9cd0x9af0x9f0 0x9950x9be0x9ae 0x9950x9f00x9bf0x9ac0x9b20x9c8 0x9860x9970x9ac0x9be0x9dd0x9bf 0x9860x9b90x9c7, 0x9a40x9c70x9a80x9c70x9b9\'0x9b20x9c7 0x98f0x9870x9a60x9f00x9c7 0x9950x9c8 0x9b80x9c70x987 0x9ac0x9cd0x9af0x9950x9cd0x9a40x9bf0x995 0x9a00x9be0x99f0x9cd0x99f0x9be 0x9950x9f00x9be 0x9b90x9df 0x9f7	When a person does lot of ill deeds and then starts working for welfare of mankind, people make fun of him/her by using this proverb.
0x9ac0x9be0x9ae0x9c10x9a30x9c7-0x9b60x9970x9c10x9a30x9c7 0x9ac0x9bf0x99a0x9be0x9f00x9c7 0x9ae0x9f00x9be, 0x9970x9a30x9950x9c7 0x9ac0x9bf0x99a0x9be0x9f00x9c7 0x9a80x9f00x9bf0x9df0x9be 0x9aa0x9f00x9be 0x9f7	0x9950x9bf0x99b0x9c10x9ae0x9be0x9a8 0x9ae0x9be0x9a80x9c10x9b90x9c7 0x9a80x9bf0x99c0x9f0 0x9b80x9cd0x9ac0x9be0x9f00x9cd0x9a5 0x9b80x9bf0x9a60x9cd0x9a70x9bf0x9f0 0x9ac0x9be0x9ac0x9c7 0x9860x9a80x9f0 0x9ac0x9c70x9df0x9be 0x9b90x9cb0x9f10x9be0x99f0x9cb0x993 0x9950x9be0x9ae0x9a80x9be 0x9950x9f00x9c7 0x9f7	Some people even expects to see others' suffering in order to fulfill his own inetersts.
0x9ad0x9c70x9950x9c10x9b20x9bf 0x9930x9b20x9cb0x9f10x9be0x9f0 0x9ad0x9df0x9a4 0x9aa0x9c10x9960x9c10x9f00x9c0 0x9a80x9be0x9960x9be0x9a80x9cd0x9a60x9bf0x9ac 0x9a80x9c70x9950x9bf	0x9ad0x9be0x9b2 0x9a10x9be0x9990x9f0 0x9950x9bf0x9ac0x9be 0x98f0x99f0x9be 0x9950x9be0x9ae 0x9950x9f00x9bf0x9ac0x9b20x9c8 0x9970x9b20x9c7, 0x9a60x9c10x987 0x98f0x99f0x9be 0x9b80x9f00x9c1-0x9b80x9c10x9f00x9be 0x9ac0x9bf0x9980x9bf0x9a80x9bf 0x9b90x9ac0x987, 0x9a40x9be0x9f0 0x9ad0x9df0x9a4 0x9950x9be0x9ae0x99f0x9cb 0x9ac0x9be0x99f 0x9a60x9bf0x9ac 0x9a80x9be0x9b20x9be0x9970x9c70x9f7	If we want to do something big and meaningful some minor bad consequence may occurs, we should not afraid of it.
0x98f0x9b60x9c70x9950x9be 0x9aa0x9be 0x9f7	0x9b60x9be0x9b80x9cd0x9a40x9bf 0x9aa0x9be 0x9f7	To learn a lesson or to get punished.
0x9960x9810x9950x9c10x9f10x9be0x9f0 0x9aa0x9be0x9a4 0x9950x9be0x99f0x9cb0x9810x9a40x9c70x987 0x997’0x9b2; 0x9a80x9bf0x9960x9810x9950x9c10x9f10x9be0x987 0x9ae0x9be0x99f0x9bf0x9a40x9c7 0x9960x9be0x9b20x9c70x9f70x9850x9a50x9ac0x9be,0x9960x9810x9950x9c10x9f10x9be0x987 0x9a50x9be0x9950x9c7 0x99a0x9be0x987, 0x9a80x9bf0x9960x9810x9950x9c10x9f10x9be0x987 0x9ae0x9be0x99f0x9bf0x9a40x9c7 0x9960x9be0x9df 0x9f7	0x9960x9810x9950x9c10x9f10x9be 0x9ae0x9be0x9a80x9c10x9b90x9c7 0x9ad0x9cb0x9950x9a4 0x9a50x9be0x9950x9bf0x993 0x9ad0x9be0x9a4 0x9960x9be0x9ac0x9f0 0x9950x9be0x9f00x9a30x9c7 0x9950x9b20x9aa0x9be0x9a4 0x9950x99f0x9be0x9f0 0x9a60x9f00x9c7 0x9ac0x9bf0x9ad0x9bf0x9a80x9cd0x9a8 0x9860x9df0x9cb0x99c0x9a8 0x9950x9f00x9cb0x9810x9a40x9c70x987 0x9b80x9ae0x9df 0x9aa0x9be0x9f0 0x9950x9f00x9c7, 0x9950x9bf0x9a80x9cd0x9a40x9c1 0x9a80x9bf0x9960x9810x9950x9c10x9f10x9be 0x9ae0x9be0x9a80x9c10x9b90x9c7 0x9af0x9c70x9a80x9c70x9a60x9f00x9c7 0x9aa0x9be0x9df 0x9a40x9c70x9a80x9c70x9a60x9f00x9c70x987 0x9960x9be0x987 0x9aa0x9c70x99f 0x9ad0x9f00x9be0x9df 0x9f7 0x9870x9df0x9be0x9f0 0x9aa0x9f00x9cb0x9950x9cd0x9b7 0x9850x9f00x9cd0x9a5 0x9b90x9c80x99b0x9c7 - `0x9950x9cb0x9a80x9cb0x9ac0x9be0x987 0x9950x9cb0x9a80x9cb 0x98f0x99f0x9be 0x9950x9be0x9ae 0x9950x9f00x9bf0x9ac0x9b20x9c8 0x9ae0x9a80x9a40x9c7 0x9aa0x9f00x9bf0x9950x9b20x9cd0x9aa0x9a80x9be 0x9950x9f00x9bf 0x9a50x9be0x9950x9cb0x9810x9a40x9c70x987 0x9860x9a80x9c7 0x9950x9cb0x9a80x9cb 0x9aa0x9f00x9bf0x9950x9b20x9cd0x9aa0x9a80x9be 0x9a80x9950x9f00x9be0x9950x9c80x9df0x9c7 0x9950x9be0x9ae0x99f0x9cb 0x9b60x9c70x9b7 0x9950x9f00x9be 0x9f7’	While the greedy gets ready for eating, the other eats away everything as he finds it. Similarly, while someone remains busy planning to doing something, another may accomplish the task even without much planning.
0x9960x9be0x987 0x9aa0x9be0x9a4 0x9ab0x9b20x9be 0x9f7	0x9890x9aa0x9950x9be0x9f00x9c00x9f0 0x9890x9aa0x9950x9be0x9f0 0x9b80x9cd0x9ac0x9c00x9950x9be0x9f0 0x9a80x9950x9f00x9be, 0x9850x9950x9c30x9a40x99c0x9cd0x99e 0x9f7	To be an ingrate.
